time,X (m/s),Y (m/s),Yaw (rad)
118780,-677.514263051062,901.239935964215,4.63448254592255
118790,-677.526667573255,901.074106869386,4.63486291170391
118800,-677.539008887407,900.908272682053,4.63524324003428
118810,-677.551286913066,900.742433421109,4.63562357677118
118820,-677.563501595329,900.57658910725,4.63600395919362
118830,-677.57565290686,900.410739763169,4.63638441418064
118840,-677.58774084163,900.244885413143,4.63676495906028
118850,-677.599765407399,900.079026082467,4.63714560314909
118860,-677.611726619463,899.913161796998,4.63752634937342
118870,-677.623624495792,899.747292582804,4.63790719588388
118880,-677.635459053463,899.581418465913,4.63828813759046
118890,-677.647230306847,899.415539472165,4.63866916731988
118900,-677.658938267963,899.249655627212,4.63905027642083
118910,-677.67058294745,899.083766956581,4.63943145517287
118920,-677.68216435557,898.917873485736,4.63981269309656
118930,-677.693682503073,898.75197524012,4.64019397918832
118940,-677.705137401895,898.586072245196,4.64057530207392
118950,-677.71652906668,898.420164526514,4.64095664973447
118960,-677.727857518053,898.254252109906,4.64133800859238
118970,-677.739122786023,898.088335021695,4.64171936246341
118980,-677.750324912794,897.922413288871,4.64210069158749
118990,-677.76146395509,897.756486939216,4.64248197173978
119000,-677.772539986001,897.590556001413,4.64286317348502
119010,-677.783553093571,897.424620505008,4.64324426261752
119020,-677.794503373488,897.258680479999,4.64362520247155
119030,-677.805390920904,897.092735956324,4.64400595661398
119040,-677.816215823371,896.926786963443,4.64438649142737
119050,-677.826978154886,896.76083353,4.64476677852498
119060,-677.83767797086,896.594875683545,4.64514679697118
119070,-677.848315303858,896.428913450303,4.64552653528789
119080,-677.858890159883,896.262946854986,4.64590599323876
119090,-677.869402515049,896.096975920631,4.64628518338984
119100,-677.879852312896,895.931000668459,4.64666413227707
119110,-677.890239467811,895.765021117965,4.64704287923163
119120,-677.900563878033,895.599037287636,4.64742147209179
119130,-677.910825439273,895.433049195788,4.64779996243376
119140,-677.921024056143,895.267056861235,4.64817840104522
119150,-677.931159651531,895.101060303832,4.64855683373703
119160,-677.941232174019,894.935059544894,4.648935297647
119170,-677.951241599626,894.769054607359,4.649313819512
119180,-677.961187925423,894.603045515456,4.64969241656543
119190,-677.971071162028,894.437032294234,4.65007109808164
119200,-677.980891327401,894.271014969194,4.65044986699713
119210,-677.990648442029,894.104993566006,4.65082872152198
119220,-678.000342525381,893.938968110294,4.6512076566681
119230,-678.009973594192,893.772938627525,4.65158666538856
119240,-678.019541662835,893.606905143005,4.65196573917301
119250,-678.029046744296,893.440867681931,4.6523448684554
119260,-678.038488851195,893.274826269435,4.65272404291852
119270,-678.047867996652,893.108780930629,4.65310325172722
119280,-678.057184194986,892.942731690631,4.6534824836772
119290,-678.06643746329,892.776678574615,4.65386172690048
119300,-678.075627824742,892.610621607961,4.65424096793706
119310,-678.084755312016,892.444560816425,4.6546201906798
119320,-678.093819970059,892.278496226268,4.65499937541539
119330,-678.102821858399,892.112427864366,4.65537849793358
